Folder Path,Original Name,View Link,Direct Image Link
dress images/VN,23.jpg,https://drive.google.com/file/d/1p-JU1gyOQBCPAQYhnQYNiceQrFlH5d-Q/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1p-JU1gyOQBCPAQYhnQYNiceQrFlH5d-Q
dress images/VN,22.jpg,https://drive.google.com/file/d/1PQWADFTwYbg2XIxfoDz5u6PXrKHDTFpj/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1PQWADFTwYbg2XIxfoDz5u6PXrKHDTFpj
dress images/VN,21.jpg,https://drive.google.com/file/d/1jaVZYIWbeWqLa3lau_xXLM365Nr4O_ZR/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1jaVZYIWbeWqLa3lau_xXLM365Nr4O_ZR
dress images/VN,20.jpg,https://drive.google.com/file/d/1t3rOmWqFIajUH9-ctNTO9TaLrxEJLePk/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1t3rOmWqFIajUH9-ctNTO9TaLrxEJLePk
dress images/VN,19.jpg,https://drive.google.com/file/d/1EFblgT2ncqHHqh3tzS9nDaULhJL8FFIl/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1EFblgT2ncqHHqh3tzS9nDaULhJL8FFIl
dress images/VN,18.jpg,https://drive.google.com/file/d/1VTJX8zNBAqkSxjw8HtpRCUYQ2X_MLfUX/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1VTJX8zNBAqkSxjw8HtpRCUYQ2X_MLfUX
dress images/VN,17.jpg,https://drive.google.com/file/d/1mEVaKrqEA0D3vMNsQGqCegHeXpYDezIZ/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1mEVaKrqEA0D3vMNsQGqCegHeXpYDezIZ
dress images/VN,16.jpg,https://drive.google.com/file/d/1RqABupnUR9jD7upypGctGWbsuLn3ezPX/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1RqABupnUR9jD7upypGctGWbsuLn3ezPX
dress images/VN,15.jpg,https://drive.google.com/file/d/1utcqqCdTW3dVqQQyCcNi3FA3G5lYVnho/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1utcqqCdTW3dVqQQyCcNi3FA3G5lYVnho
dress images/VN,14.jpg,https://drive.google.com/file/d/1jkmeV0R-Mo_vuM3cxED0P3T0kYVj8lZH/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1jkmeV0R-Mo_vuM3cxED0P3T0kYVj8lZH
dress images/VN,13.jpg,https://drive.google.com/file/d/1RxftKBt5B3iL43Y4bmPf8VFikS1mTQty/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1RxftKBt5B3iL43Y4bmPf8VFikS1mTQty
dress images/VN,12.jpg,https://drive.google.com/file/d/1i2OPRYP54sKX2b0MV9YaoAv1m7zNEC-Q/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1i2OPRYP54sKX2b0MV9YaoAv1m7zNEC-Q
dress images/VN,11.jpg,https://drive.google.com/file/d/11SQ3H8fLO11w2IuH46BzFZtnswpQpasP/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=11SQ3H8fLO11w2IuH46BzFZtnswpQpasP
dress images/VN,10.jpg,https://drive.google.com/file/d/1Tj3Uu-A55bPc7AEWK0bpIbE7Rbh25B3J/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1Tj3Uu-A55bPc7AEWK0bpIbE7Rbh25B3J
dress images/VN,09.jpg,https://drive.google.com/file/d/1jPxAA-YK6irWFwAYP_aRGc3cYJD3KFq5/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1jPxAA-YK6irWFwAYP_aRGc3cYJD3KFq5
dress images/VN,08.jpg,https://drive.google.com/file/d/1hdu8621TewcJK3oUX6eivautqcRbV76v/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=1hdu8621TewcJK3oUX6eivautqcRbV76v
dress images/VN,07.jpg,https://drive.google.com/file/d/15W5StZUKRD-KpuJVNcrNHx6X-6DZCv29/view?usp=drivesdk,https://drive.google.com/uc?export=view&id=15W5StZUKRD-KpuJVNcrNHx6X-6DZCv29
